Batch,Section,Key,English,Placeholders,Context,Spanish (es)
1,Sub,subMoodOverwhelmed,overwhelmed,,Journal sub-mood chip word. Slug: 'overwhelmed'.,
1,Sub,subMoodCraving,craving,,Journal sub-mood chip word. Slug: 'craving'.,
1,Sub,subMoodProud,proud,,Journal sub-mood word shown after a 'great' mood. Slug: 'proud'.,
1,Sub,subMoodEnergized,energized,,Journal sub-mood chip word. Slug: 'energized'.,
1,Sub,subMoodPeaceful,peaceful,,Journal sub-mood chip word. Slug: 'peaceful'.,
1,Sub,subMoodGrateful,grateful,,Journal sub-mood chip word. Slug: 'grateful'.,
1,Sub,subMoodHopeful,hopeful,,Journal sub-mood chip word. Slug: 'hopeful'.,
1,Sub,subMoodConnected,connected,,Journal sub-mood chip word. Slug: 'connected'.,
1,Sub,subMoodFocused,focused,,Journal sub-mood chip word. Slug: 'focused'.,
1,Sub,subMoodFree,free,,Journal sub-mood chip word. Slug: 'free'.,
1,Prompt,promptCatReflection,Reflection,,Journal prompt category label (id 'reflection').,
1,Prompt,promptCatGratitude,Gratitude,,Journal prompt category label (id 'gratitude').,
1,Prompt,promptCatHard,Hard day,,Journal prompt category label (id 'hard').,
1,Prompt,promptCatWins,Wins,,Journal prompt category label (id 'win').,
1,Prompt,promptCatCraving,Craving,,Journal prompt category label (id 'craving').,
1,Prompt,promptCatPeople,People,,Journal prompt category label (id 'relationships').,
1,Journal,journalPromptR9,What feeling have I been outrunning?,,Journal reflection prompt r9.,
1,Journal,journalPromptH3,What part of today felt unfair?,,Journal hard-day prompt h3.,
1,Journal,journalPromptW4,Where did I choose myself today?,,Journal wins prompt w4.,
1,Journal,journalPromptW6,A craving I rode through.,,Journal wins prompt w6.,
1,Journal,journalPromptW8,Something I finished. Anything.,,Journal wins prompt w8.,
1,Vision,visionIconGuide,Guide,,Vision-board icon-picker label (key 'guide').,
1,Vision,visionIconStrength,Strength,,Vision-board icon-picker label (key 'strength').,
1,Vision,visionIconLove,Love,,Vision-board icon-picker label (key 'love').,
1,Vision,visionIconHome,Home,,Vision-board icon-picker label (key 'home').,
1,Vision,visionIconFamily,Family,,Vision-board icon-picker label (key 'family').,
1,Vision,visionIconSavings,Savings,,Vision-board icon-picker label (key 'savings').,
1,Vision,visionIconLearn,Learn,,Vision-board icon-picker label (key 'learn').,
1,Vision,visionIconGrowth,Growth,,Vision-board icon-picker label (key 'growth').,
1,Vision,visionIconJourney,Journey,,Vision-board icon-picker label (key 'journey').,
1,Vision,visionIconCreate,Create,,Vision-board icon-picker label (key 'create').,
1,Vision,visionIconMove,Move,,Vision-board icon-picker label (key 'move').,
1,Vision,visionIconStillness,Stillness,,Vision-board icon-picker label (key 'stillness').,
1,Vision,visionIconWisdom,Wisdom,,Vision-board icon-picker label (key 'wisdom').,
1,Vision,visionIconAim,Aim,,Vision-board icon-picker label (key 'aim').,
1,Vision,visionIconHope,Hope,,Vision-board icon-picker label (key 'hope').,
1,Vision,visionIconPeace,Peace,,Vision-board icon-picker label (key 'peace').,
1,Vision,visionIconSupport,Support,,Vision-board icon-picker label (key 'support').,
1,Vision,visionIconBloom,Bloom,,Vision-board icon-picker label (key 'bloom').,
1,Vision,visionIconMilestone,Milestone,,Vision-board icon-picker label (key 'milestone').,
1,Vision,visionIconSpark,Spark,,Vision-board icon-picker label (key 'spark').,
1,Vision,visionCategoryHealth,Health,,Vision-board category label (VisionCategory.health).,
1,Vision,visionCategoryFamily,Family,,Vision-board category label (VisionCategory.family).,
1,Vision,visionCategoryCareer,Career,,Vision-board category label (VisionCategory.career).,
1,Vision,visionCategoryGrowth,Growth,,Vision-board category label (VisionCategory.growth).,
1,Vision,visionCategoryFreedom,Freedom,,Vision-board category label (VisionCategory.freedom).,
1,Vision,visionCategoryAdventure,Adventure,,Vision-board category label (VisionCategory.adventure).,
1,Vision,visionCategoryService,Service,,Vision-board category label (VisionCategory.service).,
1,Vision,visionCategoryCreativity,Creativity,,Vision-board category label (VisionCategory.creativity).,
1,Vision,visionCategoryUncategorised,Uncategorised,,Vision-board category label for items with no category (VisionCategory.none).,
1,Vision,visionStarterFreedomYearTitle,One year of freedom,,Vision-board sample/seed dream title (id 'freedom_year'). Pre-fills the title field; the user can edit it.,
1,Vision,visionStarterRun5kTitle,Run a 5K,,Vision-board sample dream title (id 'run_5k').,
1,Vision,visionStarterSaveMeaningfulTitle,Save for something meaningful,,Vision-board sample dream title (id 'save_meaningful').,
1,Vision,visionStarterLearnSkillTitle,Learn a new skill,,Vision-board sample dream title (id 'learn_skill').,
1,Vision,visionStarterHealRelationshipTitle,Heal a relationship,,Vision-board sample dream title (id 'heal_relationship').,
1,Craving,cravingResponseWalked,Walked away / outside,,Craving-response chip label (slug 'walked') — what the user did when a craving hit.,
1,Craving,cravingResponseCalled,Called someone,,Craving-response chip label (slug 'called').,
1,Craving,cravingResponseBreathed,Breathed / urge-surfed,,Craving-response chip label (slug 'breathed').,
1,Craving,cravingResponseJournaled,Journaled / wrote,,Craving-response chip label (slug 'journaled').,
1,Craving,cravingResponseWater,Drank water / ate,,Craving-response chip label (slug 'water').,
1,Craving,cravingResponseGrounded,Grounded / prayed / meditated,,Craving-response chip label (slug 'grounded').,
1,Craving,cravingTimeAm,AM,,Morning meridiem marker for the craving risk-window time label (e.g. the 'AM' in '8–11 AM').,
1,Craving,cravingTimePm,PM,,Afternoon/evening meridiem marker for the craving risk-window time label (e.g. the 'PM' in '8–11 PM').,
1,Craving,cravingHourMeridiem,{hour} {meridiem},"{hour}, {meridiem}","A single clock hour with its AM/PM marker, e.g. '8 PM'. Used to build the craving risk-window range.",
1,Craving,cravingRiskWindowRange,{start}–{end},"{start}, {end}","The user's highest-risk 3-hour craving window as a range, e.g. '8 PM–11 PM'. Separator is an en dash (–). {start} and {end} are each an hour+meridiem from cravingHourMeridiem.",
1,Journal,journalReauthUnlockEntry,Unlock this entry,,Default biometric/device-auth prompt reason when re-authenticating to view a locked journal entry.,
1,Journal,journalReauthIncorrectPin,Incorrect PIN,,Inline error shown under the PIN field in the per-entry unlock dialog when the entered PIN is wrong.,
1,Lock,lockScreenNeedHelp,Need help right now?,,Tappable crisis/help affordance shown on the lock screen before the app is unlocked.,
1,Notif,notifChannelDescription,Daily reminders and milestone alerts,,Android notification channel description shown in the system notification settings for this app.,
1,Group,groupRefugeTagline,Mindfulness-based recovery,,Short tagline shown under the Refuge Recovery group name on the Support Groups screen.,
1,Group,groupRefugeApproach,Mindfulness · Buddhist-informed · Meditation,,"Approach tags for the Refuge Recovery support group, split on ' · ' into chips. Keep the ' · ' separators.",
1,Group,groupRefugeRegions,Worldwide · Online,,"Where the Refuge Recovery support group is available, shown next to a location icon.",
1,Group,groupCelebrateTagline,Faith-based recovery,,Short tagline shown under the Celebrate Recovery group name on the Support Groups screen.,
1,Group,groupCelebrateApproach,12-step · Christian · Faith-based,,"Approach tags for the Celebrate Recovery support group, split on ' · ' into chips. Keep the ' · ' separators.",
1,Group,groupCelebrateRegions,Worldwide · Many SA churches,,"Where the Celebrate Recovery support group is available, shown next to a location icon. 'SA' means South Africa.",
1,Group,groupWfsTagline,WFS — women-only support,,Short tagline shown under the Women for Sobriety group name on the Support Groups screen. 'WFS' is the organisation's abbreviation.,
1,Group,groupWfsApproach,Women-only · Positive focus · Empowerment,,"Approach tags for the Women for Sobriety support group, split on ' · ' into chips. Keep the ' · ' separators.",
1,Group,groupWfsRegions,Worldwide · Online,,"Where the Women for Sobriety support group is available, shown next to a location icon.",
1,Group,groupLifeRingTagline,Non-spiritual peer support,,Short tagline shown under the LifeRing Secular Recovery group name on the Support Groups screen.,
1,Group,groupLifeRingApproach,Secular · Non-12-step · Self-directed,,"Approach tags for the LifeRing Secular Recovery support group, split on ' · ' into chips. Keep the ' · ' separators.",
1,Group,groupLifeRingRegions,Worldwide · Online,,"Where the LifeRing Secular Recovery support group is available, shown next to a location icon.",
1,Group,groupOnlineTagline,Digital support — always available,,Short tagline shown under the Online Sobriety Communities group name on the Support Groups screen.,
1,Group,groupOnlineApproach,Online · Anonymous · 24/7,,"Approach tags for the Online Sobriety Communities entry, split on ' · ' into chips. Keep the ' · ' separators.",
1,Group,groupOnlineRegions,Global · Always online,,"Where the Online Sobriety Communities are available, shown next to a location icon.",
1,Weekly,weeklySummarySupportJournal,Journal,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Journal').,
1,Weekly,weeklySummarySupportCraving,Craving support,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Craving support').,
1,Weekly,weeklySummarySupportThought,Thought exercises,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Thought exercises').,
1,Weekly,weeklySummarySupportMovement,Movement,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Movement').,
1,Weekly,weeklySummarySupportSleep,Sleep log,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Sleep log').,
1,Weekly,weeklySummarySupportGratitude,Gratitude,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Gratitude').,
1,Weekly,weeklySummarySupportPledge,Daily pledge,,Short support-category label used to name the most-used care practice in the weekly summary reflection (e.g. 'Most used support: Daily pledge').,
1,Weekly,weeklySummarySupportVarious,Various,,Fallback support-category label used in the weekly summary reflection when no single care practice stands out (e.g. 'Most used support: Various').,
1,Weekly,weeklySummaryPdfHeaderLine,{appName}  •  {range},"{appName}, {range}","Subtitle line under the title in the shared weekly-summary PDF header. {appName} is the app name (Journey Forward) and {range} is the formatted date range, e.g. '01 Jun 2026 – 07 Jun 2026'.",
1,Weekly,weeklySummaryPdfGeneratedBy,Generated by Journey Forward,,"Small italic footer line at the bottom-right of the shared weekly-summary PDF, attributing the document to the app.",
1,Learned,learnedTitle,What I've learned,,,
1,Learned,learnedShareButton,Share my plan,,,
1,Learned,learnedEmptyTitle,Your insights are still growing,,,
1,Learned,learnedEmptyCta,Check in now,,,
1,Learned,learnedWorkedHeader,WHAT'S WORKED FOR YOU,,,
1,Learned,learnedWorkedStat,stayed sober {sober} of {total},"{sober}, {total}",,
1,Learned,learnedRiskHeader,YOUR TENDER HOURS,,,
1,Learned,learnedHaltHeader,WHAT'S OFTEN UNDERNEATH,,,
1,Learned,learnedTriggersHeader,YOUR COMMON TRIGGERS,,,
1,Learned,learnedTriggersIntro,The situations you've named most often:,,,
1,Learned,learnedTriggerChip,{label} ×{count},"{label}, {count}",,
1,Learned,learnedWinsHeader,YOUR WINS,,,
1,Learned,learnedPlanHeader,YOUR PLAN WHEN A CRAVING HITS,,,
1,Learned,learnedPlanCreate,Create my plan,,,
1,Learned,learnedPlanEdit,Edit plan,,,
1,Learned,learnedReasonsHeader,WHY YOU'RE DOING THIS,,,
1,Learned,learnedShareHeading,My recovery safety plan,,,
1,Tipp,tippTitle,TIPP — fast reset,,,
1,Tipp,tippIntroTitle,When it spikes past thinking,,,
1,Tipp,tippTempLabel,Temperature,,,
1,Tipp,tippIntenseLabel,Intense movement,,,
1,Tipp,tippPacedLabel,Paced breathing,,,
1,Tipp,tippBreatheIn,Breathe in,,,
1,Tipp,tippHold,Hold,,,
1,Tipp,tippBreatheOut,Breathe out,,,
1,Tipp,tippPmrLabel,Paired muscle relaxation,,,
1,Tipp,tippStartTimer,Start 30-second timer,,,
1,Tipp,tippTimerRemaining,{seconds}s,{seconds},,
1,Tipp,tippNeedMore,Need more than this right now?,,,
1,Tipp,tippCrisisButton,Crisis lines,,,
1,Emergency,emergencyTippTitle,TIPP reset,,,
1,Progress,progressLearnedCardTitle,What I've learned,,,
1,Slip,slipSupportTryTipp,Try a TIPP reset,,,
1,Plan,planToolkitTippLabel,TIPP reset,,,
1,Plan,planToolkitTippSub,Temperature · move · breathe · release,,,
1,Challenge,challengeTitle,100-day challenge,,,
1,Challenge,challengeTileLabel,The 100,,Short label for the 100-day challenge tile in the toolkit grid; kept brief so it fits the small tile across languages.,
1,Challenge,challengeCountLabel,{done} of {total} days,"{done}, {total}",,
1,Challenge,challengeStickerSheetTitle,Day {day},{day},,
1,Challenge,challengePickSticker,Choose a sticker,,,
1,Challenge,challengeClearDay,Clear this day,,,
1,Challenge,challengeShareSectionLabel,SHARE YOUR PROGRESS,,,
1,Challenge,challengeShareButton,Share my progress,,,
1,Challenge,challengeShareCardBrand,100 DAYS SOBER,,,
1,Challenge,challengeReset,Reset challenge,,,
1,Challenge,challengeResetTitle,Reset the challenge?,,,
1,Challenge,challengeResetConfirm,Reset,,,
1,Challenge,challengeResetCancel,Keep my progress,,,
1,Challenge,challengeA11yDayDone,"Day {day}, marked off",{day},,
1,Challenge,challengeA11yDayTodo,"Day {day}, not yet marked",{day},,
1,Nav,navPlanner,Plan,,Bottom-nav / tab label for the training & body planner.,
1,Planner,plannerTabOverview,Overview,,Planner sub-tab label: overview of goals and today.,
1,Planner,plannerTabPlanner,Planner,,Planner sub-tab label: the weekly plan editor.,
1,Planner,plannerTabStreaks,Streaks,,Planner sub-tab label: streaks and weekly progress.,
1,Planner,plannerMyGoals,My goals,,Section heading listing the user's training/body goals.,
1,Planner,plannerAddGoal,Add goal,,Button to create a new planner goal.,
1,Planner,plannerGoalTypeRace,Race,,Goal-type label: training for a race.,
1,Planner,plannerGoalTypeWeight,Weight,,Goal-type label: a body-weight goal.,
1,Planner,plannerGoalTypeHabit,Habit,,Goal-type label: a recurring fitness habit.,
1,Planner,plannerGoalTypeExercise,Exercise,,Goal-type label: a dated exercise/training campaign fed by any logged activity.,
1,Planner,plannerGoalNameLabel,Goal name,,Field label for the free-text goal name.,
1,Planner,plannerGoalNameHint,e.g. Two Oceans Half,,Placeholder example for the goal-name field on an exercise goal.,
1,Planner,plannerGoalNameHintWeight,e.g. Summer reset,,Placeholder example for the goal-name field on a weight goal.,
1,Planner,plannerMeasureLabel,Track progress by,,Label above the exercise-goal measure picker (distance / time / sessions).,
1,Planner,plannerMeasureDistance,Distance,,Exercise-goal measure: total distance across activities.,
1,Planner,plannerMeasureTime,Active time,,Exercise-goal measure: total active minutes across activities.,
1,Planner,plannerMeasureSessions,Sessions,,Exercise-goal measure: a count of logged activities.,
1,Planner,plannerTargetLabel,Target,,Field label for the exercise-goal target value.,
1,Planner,plannerStartDateLabel,Start date,,Field label for a goal's start date.,
1,Planner,plannerEndDateLabel,Goal date,,Field label for a goal's end / target date.,
1,Planner,plannerPaceAhead,Ahead of pace,,On-track verdict: progress is ahead of where the time elapsed suggests.,
1,Planner,plannerPaceOnTrack,On track,,On-track verdict: progress roughly matches time elapsed.,
1,Planner,plannerPaceBehind,Behind pace,,On-track verdict: progress is behind where the time elapsed suggests.,
1,Planner,plannerGoalReached,Goal reached!,,Shown when an exercise goal hits 100% of its target.,
1,Planner,plannerInProgress,In progress,,Neutral status when a goal has no target to pace against.,
1,Planner,plannerDaysLeft,{count} days left,{count},Countdown to a goal's end date.,
1,Planner,plannerPerWeekHint,~{amount} / week to finish on time,{amount},Adaptive weekly pace needed to finish a goal by its date.,
1,Planner,plannerLoggedOfTarget,{logged} of {target},"{logged}, {target}","Progress detail, e.g. '110 km of 200 km'.",
1,Planner,plannerArchiveGoal,Archive goal,,Button: soft-hide a goal without deleting its data.,
1,Planner,plannerUnarchiveGoal,Restore goal,,Button: restore a previously archived goal.,
1,Planner,plannerDisciplineRun,Run,,Exercise discipline: running.,
1,Planner,plannerDisciplineRide,Ride,,Exercise discipline: cycling.,
1,Planner,plannerDisciplineSwim,Swim,,Exercise discipline: swimming.,
1,Planner,plannerDisciplineWalk,Walk,,Exercise discipline: walking.,
1,Planner,plannerDisciplineHike,Hike,,Exercise discipline: hiking.,
1,Planner,plannerDisciplineGym,Gym,,Exercise discipline: strength / gym.,
1,Planner,plannerDisciplineYoga,Yoga,,Exercise discipline: yoga / mobility.,
1,Planner,plannerDisciplineCardio,Cardio,,Exercise discipline: generic cardio / cross-training.,
1,Planner,plannerDisciplineOther,Other,,Exercise discipline: anything else.,
1,Planner,plannerTotalActiveTime,Total active time,,Insights metric: summed active minutes across all activities.,
1,Planner,plannerByActivity,By activity,,Insights section header above the per-discipline tiles.,
1,Planner,plannerActivityCount,{count} activities,{count},Count of activities in a discipline tile.,
1,Planner,plannerDurationHm,{hours}h {minutes}m,"{hours}, {minutes}",Active-time duration formatted as hours and minutes.,
1,Planner,plannerActivityTypeLabel,Activity,,Field label above the discipline picker in the manual log sheet.,
1,Planner,plannerActivityDateLabel,Date,,Field label for the activity date in the manual log sheet.,
1,Planner,plannerMetricEffort,Effort (1–10),,Field label for perceived effort / RPE.,
1,Planner,plannerMetricElevation,Elevation gain,,Field label for elevation gain on a run/ride/walk/hike.,
1,Planner,plannerMetricPoolLength,Pool length,,Field label for the pool length on a swim.,
1,Planner,plannerStrengthExercises,Exercises,,Section header above the gym exercise list.,
1,Planner,plannerStrengthExerciseHint,Exercise,,Placeholder for a gym exercise name (e.g. Bench press).,
1,Planner,plannerStrengthAddExercise,Add exercise,,Button to add another exercise row to a gym activity.,
1,Planner,plannerStrengthSets,Sets,,Field label for number of sets.,
1,Planner,plannerStrengthReps,Reps,,Field label for number of reps.,
1,Planner,plannerStrengthWeight,Weight,,Field label for the weight lifted.,
1,Planner,plannerUnitMeters,m,,Abbreviation for metres.,
1,Planner,plannerUnitFeet,ft,,Abbreviation for feet.,
1,Planner,plannerEffortValue,RPE {value},{value},"Compact effort readout in history, e.g. 'RPE 7'.",
1,Planner,plannerStrengthSummary,{count} exercises,{count},History summary of a gym activity's exercise count.,
1,Planner,plannerUnitSpeedKmh,km/h,,Speed unit (metric) for cycling.,
1,Planner,plannerUnitSpeedMph,mph,,Speed unit (imperial) for cycling.,
1,Planner,plannerUnitPace100m,/100m,,Swim pace unit (per 100 metres).,
1,Planner,plannerShareProgress,Share progress,,Action + screen title for sharing a training summary image.,
1,Planner,plannerShareHeading,My training,,Heading on the shareable training-summary card.,
1,Planner,plannerRange1Week,1 week,,Date-range option: the last 7 days.,
1,Planner,plannerRange2Weeks,2 weeks,,Date-range option: the last 14 days.,
1,Planner,plannerRange4Weeks,4 weeks,,Date-range option: the last 28 days.,
1,Planner,plannerRangeAll,All time,,Date-range option: all logged activity.,
1,Planner,plannerShareCta,Share,,Button to share the training summary image.,
1,Planner,plannerShareMessage,My training on Journey Forward,,Default text accompanying the shared training-summary image.,
1,Planner,plannerRace10k,10K,,Race-distance label for a 10-kilometre race.,
1,Planner,plannerRaceHalf,Half marathon,,Race-distance label for a half marathon.,
1,Planner,plannerRaceFull,Marathon,,Race-distance label for a full marathon.,
1,Planner,plannerRaceComrades,Comrades,,Race-distance label for the Comrades ultramarathon.,
1,Planner,plannerGoalProgress,{percent}% there,{percent},"Progress label for a goal, e.g. '60% there'.",
1,Planner,plannerSessionEasyRun,Easy run,,Session-type label: an easy-paced run.,
1,Planner,plannerSessionIntervals,Intervals,,Session-type label: interval training.,
1,Planner,plannerSessionTempo,Tempo,,Session-type label: a tempo run.,
1,Planner,plannerSessionLongRun,Long run,,Session-type label: a long endurance run.,
1,Planner,plannerSessionRest,Rest,,Session-type label: a rest day.,
1,Planner,plannerSessionCrossTrain,Cross-train,,Session-type label: cross-training.,
1,Planner,plannerSessionSwim,Swim,,Session-type label: a swim session.,
1,Planner,plannerSessionOther,Other,,Session-type label: another kind of session.,
1,Planner,plannerSessionLine,{label} · {distance},"{label}, {distance}","One-line session summary, e.g. 'Long run · 18 km'.",
1,Planner,plannerCurrentWeek,This week,,Heading for the current training week.,
1,Planner,plannerMarkComplete,Mark complete,,Action to mark a session as completed.,
1,Planner,plannerMarkIncomplete,Mark incomplete,,Action to un-mark a completed session.,
1,Planner,plannerAddSession,Add session,,Button to add a training session to the plan.,
1,Planner,plannerResetPlan,Reset plan,,,
1,Planner,plannerResetPlanTitle,Reset your plan?,,,
1,Planner,plannerResetPlanConfirm,Reset plan,,,
1,Planner,plannerResetPlanCancel,Keep my plan,,,
1,Planner,plannerEditSession,Edit session,,Button to edit a training session.,
1,Planner,plannerDeleteSession,Delete session,,Button to delete a training session.,
1,Planner,plannerUsePreset,Use a preset plan,,Option to start from a built-in training plan.,
1,Planner,plannerBuildYourOwn,Build your own,,Option to build a custom training plan.,
1,Planner,plannerPlanStartDate,Plan start date,,Label for the date the training plan begins.,
1,Planner,plannerPreset10k,Couch to 10K,,Name of the 10K preset training plan.,
1,Planner,plannerPresetHalf,Half marathon build,,Name of the half-marathon preset training plan.,
1,Planner,plannerPresetFull,Marathon build,,Name of the marathon preset training plan.,
1,Planner,plannerPresetComrades,Comrades build,,Name of the Comrades preset training plan.,
1,Planner,plannerCurrentStreak,Current streak,,Label for the current training streak.,
1,Planner,plannerWeeklyProgress,{percent}% of this week,{percent},"Weekly completion progress, e.g. '75% of this week'.",
1,Planner,plannerWorkoutsOfTarget,{done} of {total} workouts,"{done}, {total}",Workouts completed versus target this week.,
1,Planner,plannerBodyJourney,Body journey,,Heading for the weight / body-journey screen.,
1,Planner,plannerCurrentWeight,Current weight,,Label for the latest recorded weight.,
1,Planner,plannerChangeSinceStart,Change since start,,Label for weight change since the journey began.,
1,Planner,plannerGoalWeight,Goal weight,,Label for the target body weight.,
1,Planner,plannerWeightTrend,Weight trend,,Heading for the weight-over-time chart.,
1,Planner,plannerAddWeightEntry,Add weight entry,,Button to log a new weight reading.,
1,Planner,plannerWeightReflection,Reflection,,Label for an optional note on a weight entry.,
1,Planner,plannerWeightMilestone,Milestone,,Label for a weight milestone marker.,
1,Planner,plannerWeightSince,Since {date},{date},Caption noting the start date of a weight comparison.,
1,Planner,plannerUnitKg,kg,,Unit abbreviation for kilograms.,
1,Planner,plannerUnitLb,lb,,Unit abbreviation for pounds.,
1,Planner,plannerUnitPaceKm,min/km,,Pace unit: minutes per kilometre.,
1,Planner,plannerUnitPaceMi,min/mi,,Pace unit: minutes per mile.,
1,Settings,settingsImperialWeight,Use pounds (lb),,Settings toggle to display weight in pounds instead of kilograms.,
1,Planner,plannerSourceManual,Manual,,Activity-source label: entered by hand.,
1,Planner,plannerHistory,History,,Heading for the activity history screen.,
1,Planner,plannerInsights,Insights,,Heading for the training insights screen.,
1,Planner,plannerDistanceTrend,Distance trend,,Heading for the distance-over-time chart.,
1,Planner,plannerWeeklyVolume,Weekly volume,,Heading for the weekly training-volume chart.,
1,Planner,plannerAvgPace,Average pace,,Label for average pace across activities.,
1,Planner,plannerAvgHeartRate,Avg heart rate,,Label for the average heart-rate input field (in bpm) on a logged activity.,
1,Planner,plannerHabitMetricLabel,Metric (what you're counting),,"Label for the free-text field naming what a habit goal counts, e.g. 'sessions'.",
1,Planner,plannerHabitTargetLabel,Target,,Label for the numeric target-value field of a habit goal.,
1,Planner,plannerTotalDistance,Total distance,,Label for cumulative distance covered.,
1,Planner,plannerNoActivities,No activities logged yet.,,Empty-state for the activity history / insights.,
1,Home,homeTodaySessionTitle,Today's session,,Home-screen card title for today's planned training session.,
1,Home,homeRestDay,Rest day,,Home-screen label shown when today is a planned rest day.,
1,Home,homeTodaySessionCta,Open planner,,Home-screen button opening the training planner.,
1,Planner,plannerA11yDayDone,Workout done,,Screen-reader label for a completed workout day.,
1,Planner,plannerA11yDayTodo,Workout planned,,Screen-reader label for a planned (not yet done) workout day.,
1,Planner,plannerA11yProgressRing,{percent} percent of weekly goal complete,{percent},Screen-reader label for the weekly-progress ring.,
1,Planner,plannerPlannedPrefix,Planned: {value},{value},"Prefix showing what a session originally planned, e.g. 'Planned: 10 km · 60 min'.",
1,Planner,plannerLogSessionTitle,How did it go?,,Title of the close-off sheet where the user logs what they actually did.,
1,Planner,plannerLogActualHeader,What you actually did,,Section header above the actual distance/time inputs in the close-off sheet.,
1,Planner,plannerLogSessionCta,Log session,,Primary button: log the session as done with the entered actuals.,
1,Planner,plannerSkipSessionCta,Mark as skipped,,Secondary button: mark the session skipped without logging an activity.,
1,Planner,plannerSkippedLabel,Skipped,,Badge/label for a session the user skipped.,
1,Planner,plannerCloseOffCta,Close off session,,Edit-sheet button that opens the close-off flow (log actuals or skip).,
1,Planner,plannerReopenSession,Reopen session,,Action to reopen a completed or skipped session back to a pending to-do.,
1,Planner,plannerTimelineRange,Training {start} → Goal {goal},"{start}, {goal}",Goal-card window line showing the training-start and goal dates.,
1,Planner,plannerTimelineGoalOnly,Goal {goal},{goal},Goal-card window line when only a goal date is set (no training-start date).,
1,Planner,plannerGoalDatePassed,Goal date passed,,Countdown readout when the goal date is in the past.,
1,Planner,plannerGoalDayToday,Goal day is today,,Countdown readout when the goal date is today.,
1,Planner,plannerOneDayLeft,1 day left,,Countdown readout when exactly one day remains to the goal date.,
1,Planner,plannerTrainingNotStarted,Training hasn't started yet,,Hint shown when the goal's training-start date is still in the future.,
1,Planner,plannerTargetCaption,Target,,Caption above the goal's target/volume progress bar.,
1,Planner,plannerA11yDaySkipped,Workout skipped,,Screen-reader label for a skipped workout day.,
1,Planner,plannerPrevMonth,Previous month,,Screen-reader/tooltip label for the calendar's previous-month button.,
1,Planner,plannerNextMonth,Next month,,Screen-reader/tooltip label for the calendar's next-month button.,
1,Planner,plannerSessionsCount,{count} sessions,{count},Count of sessions on a calendar day (e.g. for a day holding several).,
1,Planner,plannerSessionsSectionLabel,Training sessions,,Section header in the goal editor for planning the goal's own sessions.,
1,Planner,plannerNoSessionsYet,No sessions planned yet,,Empty-state shown when a goal (or day) has no planned sessions.,
1,Planner,plannerWeekLabel,Week {number},{number},Week heading in a goal's plan view (relative to training start).,
1,Onb,onbLanguageHeadline,Choose your language,,Onboarding language-picker step headline (shown only when more than one language is enabled).,
1,Common,commonComingSoon,Coming soon,,Badge on a feature/content that is not yet available.,
1,Planner,plannerGoalKindGoal,A goal,,Goal-kind choice: an open goal (no fixed event day).,
1,Planner,plannerGoalKindEvent,An event,,"Goal-kind choice: training for a dated event (race, competition).",
1,Planner,plannerEventDayLabel,Event day,,"Label for the event date field, and the calendar flag marking the event day.",
2,Error,errorBoundaryMessage,"Something went wrong loading this screen.
Please restart the app.",,Full-screen fallback shown if a screen fails to build (the app error boundary). Keep it short and calm.,
2,Planner,plannerSessionNotesHintSwim,"Session plan (optional) - e.g. 8 x 100m, 20s rest",,Notes hint when planning a SWIM session (forward-looking).,
2,Planner,plannerSessionNotesHintCross,"Session plan (optional) - e.g. 30 min cycling, zone 2",,Notes hint when planning a CROSS-TRAIN session.,
2,Planner,plannerSessionNotesHintRest,"Rest day (optional) - e.g. stretch, early night",,Notes hint for a REST day.,
2,Common,commonDays,"{count, plural, =1{1 day} other{{count} days}}",{count},,
2,Lock,lockNotEnrolled,No biometrics enrolled. Use your device PIN.,,,
2,Onb,onbWelcomeBody,"Journey Forward is your private, on-device companion for building a sober life — one day at a time.",,,
2,Onb,onbPrivacy100OnDeviceSub,Your data stays on this phone unless you choose to export it,,,
2,Onb,onbPrivacyNoAccountSub,"No email, no sign-up, no cloud",,,
2,Onb,onbPrivacyZeroTrackingSub,"No analytics, no ads, no data collection",,,
2,Onb,onbNameSub,Your name stays private — only shown within this app.,,,
2,Onb,onbJourneySub,"This helps Journey Forward speak to your journey — your healing timeline, your milestones. You can skip it or change it any time in Settings.",,,
2,Onb,onbJourneyPrivacyNote,"Like everything in this app, your answer never leaves your phone.",,,
2,Home,homeBackupNudge,Beautiful milestone — a 2-minute backup keeps it safe forever.,,,
2,Onb,onbDateSub,Already started? Pick that day. Planning ahead? Choose a future date and we'll count down to it. You can change this anytime.,,,
2,Onb,onbSpendSub,Your daily spend lets us show how much you're reclaiming. Leave it at 0 to skip — this calculation stays on your device.,,,
2,Onb,onbSpendSavingsPreview,In 30 days you'd save {currency}{amount},"{currency}, {amount}",,
2,Onb,onbSpendSkipNote,You can always add this later in your profile settings.,,,
